id_usuario,id_orden,id_region,fecha,id_fruta,cantidad
156,21,0,2023-09-02,1,15
156,21,0,2023-09-02,4,13
163,21,0,2023-10-08,0,5
163,21,0,2023-10-08,1,3
163,21,0,2023-10-08,2,6
163,21,0,2023-10-08,3,2
163,21,0,2023-10-08,4,5
224,21,0,2023-11-12,0,14
224,21,0,2023-11-12,1,3
224,21,0,2023-11-12,4,5
99,21,0,2023-12-08,0,4
99,21,0,2023-12-08,2,2
99,21,0,2023-12-08,3,7
3,561,0,2023-01-14,4,13
42,561,0,2023-02-28,4,2
126,561,0,2023-03-23,4,11
103,561,0,2023-05-23,0,9
103,561,0,2023-05-23,1,4
146,561,0,2023-06-30,2,6
124,561,0,2023-07-16,1,3
63,561,0,2023-08-03,0,3
63,561,0,2023-08-03,1,12
204,561,0,2023-09-24,0,5
215,561,0,2023-10-11,0,12
48,561,0,2023-12-01,4,7
3,426,0,2023-01-19,4,8
132,426,0,2023-02-12,3,2
30,426,0,2023-03-15,4,3
32,426,0,2023-04-25,1,5
65,426,0,2023-05-19,0,6
65,426,0,2023-05-19,1,8
65,426,0,2023-05-19,2,13
43,426,0,2023-06-07,1,11
43,426,0,2023-06-07,3,4
174,426,0,2023-07-23,0,8
78,426,0,2023-08-03,1,4
78,426,0,2023-08-03,3,2
145,426,0,2023-09-20,2,12
97,426,0,2023-10-22,0,13
250,426,0,2023-11-11,4,11
41,426,0,2023-12-11,4,8
3,156,0,2023-01-22,3,6
3,156,0,2023-01-22,4,15
74,156,0,2023-02-10,2,5
74,156,0,2023-02-10,4,2
148,156,0,2023-03-31,1,6
148,156,0,2023-03-31,2,3
148,156,0,2023-03-31,3,5
148,156,0,2023-03-31,4,6
74,156,0,2023-04-19,0,7
74,156,0,2023-04-19,1,10
74,156,0,2023-04-19,3,5
79,156,0,2023-05-07,0,1
79,156,0,2023-05-07,1,14
79,156,0,2023-05-07,2,5
152,156,0,2023-06-19,0,4
152,156,0,2023-06-19,3,7
102,156,0,2023-07-28,0,8
102,156,0,2023-07-28,1,11
177,156,0,2023-08-18,0,5
177,156,0,2023-08-18,1,13
177,156,0,2023-08-18,2,10
181,156,0,2023-09-23,1,9
181,156,0,2023-09-23,2,5
86,156,0,2023-10-29,3,8
76,156,0,2023-11-16,0,10
76,156,0,2023-11-16,2,2
76,156,0,2023-11-16,3,10
76,156,0,2023-11-16,4,15
50,156,0,2023-12-12,2,8
3,291,0,2023-01-22,3,8
3,291,0,2023-01-22,4,9
58,291,0,2023-02-14,4,6
62,291,0,2023-03-19,3,9
62,291,0,2023-03-19,4,5
77,291,0,2023-04-16,1,11
77,291,0,2023-04-16,3,3
108,291,0,2023-05-03,0,8
108,291,0,2023-05-03,1,4
108,291,0,2023-05-03,3,3
123,291,0,2023-06-24,0,10
123,291,0,2023-06-24,1,9
123,291,0,2023-06-24,3,5
207,291,0,2023-07-23,1,15
207,291,0,2023-07-23,2,11
66,291,0,2023-08-23,1,11
66,291,0,2023-08-23,3,14
140,291,0,2023-09-12,1,4
140,291,0,2023-09-12,3,6
53,291,0,2023-10-10,0,8
53,291,0,2023-10-10,1,11
217,291,0,2023-11-12,3,9
217,291,0,2023-11-12,4,12
111,291,0,2023-12-16,4,1
4,354,0,2023-01-13,3,1
12,354,0,2023-02-01,3,8
77,354,0,2023-03-12,3,4
77,354,0,2023-03-12,4,12
113,354,0,2023-04-12,3,9
113,354,0,2023-04-12,4,11
171,354,0,2023-05-18,2,9
138,354,0,2023-06-27,2,6
101,354,0,2023-07-01,0,7
101,354,0,2023-07-01,1,6
101,354,0,2023-07-01,3,6
145,354,0,2023-08-26,0,9
204,354,0,2023-09-21,0,12
204,354,0,2023-09-21,3,11
35,354,0,2023-10-30,1,3
247,354,0,2023-11-07,3,12
247,354,0,2023-11-07,4,9
68,354,0,2023-12-19,4,12
4,84,0,2023-01-15,0,7
4,84,0,2023-01-15,1,12
4,84,0,2023-01-15,3,12
4,84,0,2023-01-15,4,14
77,84,0,2023-02-07,0,6
77,84,0,2023-02-07,2,8
77,84,0,2023-02-07,3,12
77,84,0,2023-02-07,4,9
18,84,0,2023-03-25,0,1
18,84,0,2023-03-25,1,11
18,84,0,2023-03-25,2,3
18,84,0,2023-03-25,3,2
107,84,0,2023-04-24,1,4
107,84,0,2023-04-24,4,11
174,84,0,2023-05-23,0,3
174,84,0,2023-05-23,3,11
90,84,0,2023-06-24,0,2
90,84,0,2023-06-24,3,14
75,84,0,2023-07-26,1,11
75,84,0,2023-07-26,2,1
75,84,0,2023-07-26,3,11
90,84,0,2023-08-27,0,13
90,84,0,2023-08-27,1,7
90,84,0,2023-08-27,2,14
90,84,0,2023-08-27,3,12
140,84,0,2023-09-24,0,3
140,84,0,2023-09-24,2,2
12,84,0,2023-10-25,2,5
206,84,0,2023-11-06,0,9
206,84,0,2023-11-06,4,3
202,84,0,2023-12-24,3,11
4,219,0,2023-01-21,4,5
83,219,0,2023-02-27,2,6
154,219,0,2023-03-29,2,7
154,219,0,2023-03-29,3,11
28,219,0,2023-04-05,3,8
82,219,0,2023-05-03,3,6
150,219,0,2023-06-12,3,7
16,219,0,2023-07-09,0,5
23,219,0,2023-08-23,1,15
23,219,0,2023-08-23,2,14
23,219,0,2023-08-23,3,10
145,219,0,2023-09-20,0,14
237,219,0,2023-10-26,1,11
237,219,0,2023-10-26,2,14
237,219,0,2023-10-26,3,9
216,219,0,2023-11-15,0,15
216,219,0,2023-11-15,2,8
216,219,0,2023-11-15,3,2
216,219,0,2023-11-15,4,4
213,219,0,2023-12-03,2,7
213,219,0,2023-12-03,3,11
213,219,0,2023-12-03,4,1
4,489,0,2023-01-27,4,7
78,489,0,2023-02-07,4,1
72,489,0,2023-03-09,4,12
138,489,0,2023-04-13,1,6
138,489,0,2023-05-05,0,1
138,489,0,2023-05-05,2,5
53,489,0,2023-06-06,0,9
53,489,0,2023-06-06,1,15
56,489,0,2023-07-16,1,13
204,489,0,2023-08-01,0,4
204,489,0,2023-08-01,1,1
204,489,0,2023-08-01,2,3
31,489,0,2023-09-26,1,15
34,489,0,2023-10-23,0,1
93,489,0,2023-11-09,4,4
25,489,0,2023-12-24,4,13
4,624,0,2023-01-28,4,9
28,624,0,2023-02-09,4,9
19,624,0,2023-05-26,0,13
19,624,0,2023-05-26,1,3
52,624,0,2023-06-17,0,14
52,624,0,2023-06-17,1,7
209,624,0,2023-07-20,1,4
209,624,0,2023-07-20,2,8
60,624,0,2023-08-21,0,3
192,624,0,2023-09-24,0,4
192,624,0,2023-09-24,1,12
192,624,0,2023-09-24,2,7
64,624,0,2023-10-22,1,3
176,624,0,2023-12-13,4,7
5,563,0,2023-01-08,4,11
93,563,0,2023-02-11,4,13
37,563,0,2023-03-05,4,12
28,563,0,2023-05-09,2,15
124,563,0,2023-06-24,0,12
124,563,0,2023-06-24,1,11
124,563,0,2023-06-24,2,8
77,563,0,2023-07-14,1,6
77,563,0,2023-07-14,2,2
121,563,0,2023-08-17,1,8
98,563,0,2023-09-20,0,8
98,563,0,2023-09-20,2,11
102,563,0,2023-10-02,0,5
102,563,0,2023-10-02,1,12
217,563,0,2023-12-08,4,11
5,428,0,2023-01-16,4,2
41,428,0,2023-02-20,4,8
162,428,0,2023-03-15,4,15
48,428,0,2023-04-26,0,5
48,428,0,2023-04-26,1,7
48,428,0,2023-04-26,3,5
164,428,0,2023-05-24,3,3
65,428,0,2023-06-29,0,5
65,428,0,2023-06-29,1,12
158,428,0,2023-07-16,0,1
158,428,0,2023-07-16,3,13
55,428,0,2023-08-18,1,7
63,428,0,2023-09-17,3,15
161,428,0,2023-10-30,0,7
202,428,0,2023-11-10,3,2
74,428,0,2023-12-09,3,15
5,293,0,2023-01-19,3,11
5,293,0,2023-01-19,4,4
130,293,0,2023-02-16,3,3
130,293,0,2023-02-16,4,2
67,293,0,2023-03-25,4,7
85,293,0,2023-04-11,1,15
85,293,0,2023-04-11,3,12
85,293,0,2023-04-11,4,6
160,293,0,2023-05-25,1,1
160,293,0,2023-05-25,3,2
41,293,0,2023-06-10,0,15
41,293,0,2023-06-10,1,15
41,293,0,2023-06-10,2,15
41,293,0,2023-06-10,3,4
11,293,0,2023-07-17,0,8
11,293,0,2023-07-17,1,7
11,293,0,2023-07-17,3,6
148,293,0,2023-08-12,0,9
148,293,0,2023-08-12,1,7
128,293,0,2023-09-29,0,14
128,293,0,2023-09-29,3,15
228,293,0,2023-10-01,0,8
228,293,0,2023-10-01,3,8
50,293,0,2023-11-13,4,11
187,293,0,2023-12-12,4,1
5,23,0,2023-01-20,0,12
5,23,0,2023-01-20,3,14
158,23,0,2023-02-06,0,4
158,23,0,2023-02-06,1,12
100,23,0,2023-03-06,1,15
69,23,0,2023-04-03,0,8
69,23,0,2023-04-03,1,2
7,23,0,2023-05-27,2,2
7,23,0,2023-05-27,3,11
7,23,0,2023-05-27,4,10
63,23,0,2023-06-27,0,12
63,23,0,2023-06-27,1,13
63,23,0,2023-06-27,3,14
63,23,0,2023-06-27,4,4
60,23,0,2023-07-13,0,12
60,23,0,2023-07-13,2,7
79,23,0,2023-08-13,2,4
56,23,0,2023-09-24,1,7
56,23,0,2023-09-24,2,6
56,23,0,2023-09-24,3,1
91,23,0,2023-10-19,1,3
91,23,0,2023-10-19,2,11
91,23,0,2023-10-19,3,14
162,23,0,2023-11-13,0,15
162,23,0,2023-11-13,3,15
162,23,0,2023-11-13,4,1
216,23,0,2023-12-12,0,14
216,23,0,2023-12-12,2,7
216,23,0,2023-12-12,3,11
5,158,0,2023-01-21,3,6
5,158,0,2023-01-21,4,2
11,158,0,2023-02-18,3,10
121,158,0,2023-03-21,1,15
121,158,0,2023-03-21,2,8
121,158,0,2023-03-21,4,4
1,158,0,2023-04-18,4,5
69,158,0,2023-05-31,1,3
69,158,0,2023-05-31,3,10
155,158,0,2023-06-02,0,12
155,158,0,2023-06-02,3,3
160,158,0,2023-07-08,0,6
160,158,0,2023-07-08,1,1
160,158,0,2023-07-08,3,9
205,158,0,2023-08-16,1,4
205,158,0,2023-08-16,2,11
227,158,0,2023-09-19,1,12
227,158,0,2023-09-19,2,3
227,158,0,2023-09-19,3,3
169,158,0,2023-10-03,0,6
169,158,0,2023-10-03,4,2
121,158,0,2023-11-09,0,7
121,158,0,2023-11-09,1,2
121,158,0,2023-11-09,2,2
53,158,0,2023-12-06,2,2
53,158,0,2023-12-06,3,5
53,158,0,2023-12-06,4,13
6,198,0,2023-01-03,2,5
63,198,0,2023-02-12,2,13
63,198,0,2023-02-12,4,10
90,198,0,2023-03-25,2,8
90,198,0,2023-03-25,4,11
15,198,0,2023-04-24,3,8
15,198,0,2023-04-24,4,6
74,198,0,2023-05-23,0,10
74,198,0,2023-05-23,1,6
74,198,0,2023-05-23,2,8
74,198,0,2023-05-23,3,4
81,198,0,2023-06-08,2,10
64,198,0,2023-07-11,0,9
64,198,0,2023-07-11,1,6
64,198,0,2023-07-11,2,14
36,198,0,2023-08-27,3,12
221,198,0,2023-09-14,0,9
221,198,0,2023-09-14,2,4
221,198,0,2023-09-14,3,12
100,198,0,2023-10-07,1,12
100,198,0,2023-10-07,2,6
218,198,0,2023-11-23,0,10
218,198,0,2023-11-23,2,2
30,198,0,2023-12-29,4,9
6,468,0,2023-01-08,4,12
105,468,0,2023-02-19,4,14
101,468,0,2023-03-05,4,3
24,468,0,2023-04-20,1,8
24,468,0,2023-04-20,3,10
10,468,0,2023-05-14,1,4
10,468,0,2023-05-14,2,10
122,468,0,2023-06-24,1,13
122,468,0,2023-06-24,2,8
29,468,0,2023-07-21,1,10
29,468,0,2023-07-21,2,3
29,468,0,2023-07-21,3,9
116,468,0,2023-08-31,1,12
111,468,0,2023-09-10,0,5
111,468,0,2023-09-10,1,9
197,468,0,2023-10-01,0,1
219,468,0,2023-11-27,4,15
207,468,0,2023-12-22,4,12
6,333,0,2023-01-18,4,15
50,333,0,2023-02-16,3,1
50,333,0,2023-02-16,4,7
140,333,0,2023-03-08,4,9
101,333,0,2023-04-25,0,10
8,333,0,2023-05-27,0,14
8,333,0,2023-05-27,2,1
8,333,0,2023-05-27,3,12
25,333,0,2023-06-22,1,7
25,333,0,2023-06-22,2,3
25,333,0,2023-06-22,3,7
20,333,0,2023-07-28,1,10
20,333,0,2023-07-28,2,2
216,333,0,2023-08-29,1,11
144,333,0,2023-09-16,1,14
82,333,0,2023-10-10,3,5
215,333,0,2023-11-30,4,2
261,333,0,2023-12-23,4,1
6,63,0,2023-01-27,1,1
16,63,0,2023-02-18,0,4
16,63,0,2023-02-18,1,4
16,63,0,2023-02-18,2,12
16,63,0,2023-02-18,3,4
64,63,0,2023-03-12,1,3
160,63,0,2023-04-26,0,12
155,63,0,2023-05-27,2,13
127,63,0,2023-06-20,0,3
127,63,0,2023-06-20,2,7
165,63,0,2023-07-13,0,4
165,63,0,2023-07-13,1,2
165,63,0,2023-07-13,2,6
165,63,0,2023-07-13,3,3
157,63,0,2023-08-13,0,5
157,63,0,2023-08-13,3,3
133,63,0,2023-09-21,1,14
226,63,0,2023-10-22,1,4
226,63,0,2023-10-22,2,9
226,63,0,2023-10-22,3,5
226,63,0,2023-10-22,4,12
88,63,0,2023-11-27,3,5
88,63,0,2023-11-27,4,3
40,63,0,2023-12-17,0,15
40,63,0,2023-12-17,1,4
40,63,0,2023-12-17,3,6
6,603,0,2023-01-30,4,10
158,603,0,2023-02-02,4,7
160,603,0,2023-03-20,4,3
161,603,0,2023-05-14,0,15
161,603,0,2023-05-14,2,3
115,603,0,2023-06-28,1,4
115,603,0,2023-06-28,2,4
30,603,0,2023-07-01,1,7
30,603,0,2023-07-01,2,15
144,603,0,2023-08-25,2,10
200,603,0,2023-09-08,1,9
200,603,0,2023-09-08,2,5
58,603,0,2023-10-25,0,1
58,603,0,2023-10-25,1,5
242,603,0,2023-12-25,4,10
7,417,0,2023-01-12,4,14
153,417,0,2023-02-19,3,15
153,417,0,2023-02-19,4,3
122,417,0,2023-03-25,3,1
142,417,0,2023-04-05,0,13
142,417,0,2023-04-05,1,8
152,417,0,2023-05-28,0,2
152,417,0,2023-05-28,1,15
152,417,0,2023-05-28,3,9
117,417,0,2023-06-22,2,8
117,417,0,2023-06-22,3,6
180,417,0,2023-07-10,0,14
180,417,0,2023-07-10,2,10
180,417,0,2023-07-10,3,8
155,417,0,2023-08-20,1,3
155,417,0,2023-08-20,3,12
192,417,0,2023-09-21,1,13
192,417,0,2023-09-21,3,2
11,417,0,2023-10-07,0,5
86,417,0,2023-11-04,3,7
86,417,0,2023-11-04,4,15
115,417,0,2023-12-31,3,15
7,147,0,2023-01-13,2,11
7,147,0,2023-01-13,3,4
126,147,0,2023-02-05,2,5
126,147,0,2023-02-05,3,11
160,147,0,2023-03-23,1,11
160,147,0,2023-03-23,4,12
11,147,0,2023-04-16,0,2
11,147,0,2023-04-16,1,2
11,147,0,2023-04-16,2,13
11,147,0,2023-04-16,3,13
67,147,0,2023-05-05,2,10
67,147,0,2023-05-05,3,7
179,147,0,2023-06-16,0,12
179,147,0,2023-06-16,1,10
179,147,0,2023-06-16,2,10
138,147,0,2023-07-28,0,12
138,147,0,2023-07-28,1,15
138,147,0,2023-07-28,2,12
138,147,0,2023-07-28,3,1
80,147,0,2023-08-28,1,6
80,147,0,2023-08-28,2,5
204,147,0,2023-09-16,0,4
204,147,0,2023-09-16,3,8
105,147,0,2023-10-17,1,9
80,147,0,2023-11-27,0,8
80,147,0,2023-11-27,3,8
11,147,0,2023-12-27,2,14
11,147,0,2023-12-27,4,14
7,552,0,2023-01-22,4,12
56,552,0,2023-02-12,4,15
147,552,0,2023-03-11,4,8
146,552,0,2023-05-31,1,2
103,552,0,2023-06-20,1,1
103,552,0,2023-06-20,2,3
87,552,0,2023-07-18,1,6
153,552,0,2023-08-19,0,7
153,552,0,2023-08-19,2,10
51,552,0,2023-09-11,0,4
51,552,0,2023-09-11,1,3
9,552,0,2023-10-26,1,14
196,552,0,2023-12-25,4,10
7,282,0,2023-01-27,3,6
7,282,0,2023-01-27,4,7
59,282,0,2023-02-25,4,9
124,282,0,2023-03-31,3,11
124,282,0,2023-03-31,4,7
21,282,0,2023-04-12,1,14
21,282,0,2023-04-12,2,3
21,282,0,2023-04-12,3,2
167,282,0,2023-05-19,0,9
167,282,0,2023-05-19,3,14
51,282,0,2023-06-12,1,14
51,282,0,2023-06-12,2,14
162,282,0,2023-07-19,1,6
162,282,0,2023-07-19,2,8
162,282,0,2023-07-19,3,11
154,282,0,2023-08-12,1,6
154,282,0,2023-08-12,2,8
31,282,0,2023-09-16,1,9
31,282,0,2023-09-16,2,7
203,282,0,2023-10-26,1,15
203,282,0,2023-10-26,2,8
203,282,0,2023-10-26,3,12
90,282,0,2023-11-29,2,6
1,282,0,2023-12-11,3,2
1,282,0,2023-12-11,4,4
7,12,0,2023-01-29,1,12
137,12,0,2023-02-26,0,2
137,12,0,2023-02-26,3,8
137,12,0,2023-02-26,4,15
101,12,0,2023-03-20,1,6
101,12,0,2023-03-20,3,6
122,12,0,2023-04-05,2,6
122,12,0,2023-04-05,3,1
80,12,0,2023-05-24,3,14
80,12,0,2023-05-24,4,14
146,12,0,2023-06-01,2,8
146,12,0,2023-06-01,3,5
146,12,0,2023-06-01,4,3
164,12,0,2023-07-28,1,3
164,12,0,2023-07-28,2,11
179,12,0,2023-08-23,0,3
179,12,0,2023-08-23,3,1
179,12,0,2023-08-23,4,12
145,12,0,2023-09-19,0,4
42,12,0,2023-10-21,0,11
42,12,0,2023-10-21,1,7
42,12,0,2023-10-21,3,9
147,12,0,2023-11-03,0,5
147,12,0,2023-11-03,2,5
147,12,0,2023-11-03,3,6
59,12,0,2023-12-16,1,15
59,12,0,2023-12-16,4,3
8,515,0,2023-01-03,4,1
161,515,0,2023-02-28,4,6
91,515,0,2023-03-29,4,10
43,515,0,2023-04-25,1,13
40,515,0,2023-05-06,0,14
77,515,0,2023-06-26,0,9
95,515,0,2023-07-28,0,7
28,515,0,2023-08-11,0,3
97,515,0,2023-09-25,0,3
33,515,0,2023-10-20,1,5
88,515,0,2023-11-19,4,4
150,515,0,2023-12-03,4,10
8,245,0,2023-01-07,2,1
8,245,0,2023-01-07,3,11
8,245,0,2023-01-07,4,4
115,245,0,2023-02-11,3,5
113,245,0,2023-03-25,2,15
113,245,0,2023-03-25,4,3
38,245,0,2023-04-30,0,10
38,245,0,2023-04-30,3,15
58,245,0,2023-05-17,0,12
65,245,0,2023-06-15,0,5
65,245,0,2023-06-15,1,9
93,245,0,2023-07-22,0,14
93,245,0,2023-07-22,3,14
27,245,0,2023-08-29,0,9
27,245,0,2023-08-29,1,12
30,245,0,2023-09-08,0,2
30,245,0,2023-09-08,1,11
30,245,0,2023-09-08,2,6
122,245,0,2023-10-12,0,10
122,245,0,2023-10-12,3,2
241,245,0,2023-11-17,1,3
241,245,0,2023-11-17,4,3
239,245,0,2023-12-25,2,12
239,245,0,2023-12-25,3,15
8,380,0,2023-01-12,3,13
8,380,0,2023-01-12,4,14
24,380,0,2023-02-23,3,3
42,380,0,2023-03-20,4,10
19,380,0,2023-04-16,3,13
172,380,0,2023-05-19,1,14
172,380,0,2023-05-19,3,8
124,380,0,2023-06-07,2,7
124,380,0,2023-06-07,3,10
73,380,0,2023-07-25,0,5
73,380,0,2023-07-25,1,15
73,380,0,2023-07-25,2,14
73,380,0,2023-07-25,3,11
207,380,0,2023-08-19,0,3
207,380,0,2023-08-19,1,5
207,380,0,2023-08-19,2,10
153,380,0,2023-09-19,1,13
153,380,0,2023-09-19,3,3
79,380,0,2023-10-26,0,6
79,380,0,2023-10-26,3,12
67,380,0,2023-11-05,4,9
42,380,0,2023-12-07,3,9
8,110,0,2023-01-20,1,11
8,110,0,2023-01-20,2,15
8,110,0,2023-01-20,4,13
129,110,0,2023-02-03,1,8
66,110,0,2023-03-17,0,11
